frame_id,tile_id,rank,x1,y1,x2,y2,conf,cls
0,3,3,669.2628,211.5163,749.3640,389.1060,0.7775,0
0,2,2,292.0309,222.0986,338.6463,353.0751,0.7578,0
0,2,2,219.5679,218.2206,276.0466,359.8450,0.7504,0
0,3,3,723.2098,215.9150,799.5635,384.6622,0.7396,0
0,1,1,627.3891,215.9634,648.0079,273.6944,0.4440,0
0,1,1,542.1944,226.8709,567.0215,294.7853,0.3766,0
0,0,0,365.6451,231.1057,384.2014,285.1142,0.3610,0
1,3,7,670.6262,216.4849,755.3022,390.3087,0.7709,0
1,2,6,292.7587,222.4483,338.0581,353.5249,0.7553,0
1,2,6,222.9100,218.2938,277.7762,361.8663,0.7208,0
1,3,7,723.5282,216.7402,800.1378,385.4369,0.6871,0
1,1,5,627.4835,218.4143,648.5457,273.4293,0.4984,0
1,1,5,547.8214,226.1607,566.2917,280.6526,0.4213,0
1,0,4,365.9256,232.1698,384.4453,285.0910,0.3971,0
2,3,11,672.5953,210.5147,760.6460,396.1900,0.8849,0
2,2,10,220.1567,218.3502,277.6968,360.9529,0.7390,0
2,2,10,292.6292,222.3895,338.3424,354.0350,0.7371,0
2,3,11,737.6684,214.1433,802.7614,384.6439,0.6899,0
2,1,9,627.6326,218.9250,647.7599,273.4031,0.4641,0
2,0,8,366.0543,232.5715,384.9425,285.5042,0.4579,0
2,1,9,543.5816,224.4268,567.2305,295.4716,0.4374,0
3,3,3,674.2169,208.6160,761.3810,395.8033,0.8605,0
3,2,2,220.2540,218.1303,280.1628,360.4165,0.7593,0
3,2,2,292.3702,221.9892,339.7117,353.0197,0.7505,0
3,3,3,742.4978,213.5154,801.4117,384.6037,0.7119,0
3,1,1,627.7292,219.0854,648.1495,273.5187,0.4972,0
3,0,0,366.2608,232.2754,385.0068,284.7111,0.4591,0
3,1,1,543.7979,223.7376,567.4130,295.2507,0.4012,0
4,3,7,676.9229,207.1786,762.7208,397.1777,0.8355,0
4,2,6,218.6427,218.0385,281.0120,361.3125,0.7708,0
4,2,6,292.0955,222.7031,339.3645,354.1724,0.7657,0
4,3,7,744.9551,212.8084,801.7727,384.1884,0.7148,0
4,0,4,366.5135,232.2174,385.4081,284.1232,0.4586,0
4,1,5,627.6280,219.5251,647.8062,273.4962,0.4412,0
4,1,5,543.8518,223.8000,567.4675,295.1344,0.4040,0
4,3,7,915.5800,235.5226,953.4739,325.3207,0.3561,0
5,3,11,680.6035,209.6788,762.2253,397.5854,0.8274,0
5,2,10,218.9538,218.0233,281.5879,361.9974,0.7895,0
5,3,11,748.7141,210.9009,802.3796,384.1335,0.7762,0
5,2,10,291.8033,222.9884,338.2727,354.5652,0.7605,0
5,1,9,627.5333,219.8112,647.5682,273.7758,0.4727,0
5,0,8,366.5822,232.3092,385.3224,284.2876,0.4355,0
5,1,9,543.7059,223.6656,567.4566,295.3787,0.3858,0
6,3,3,686.4051,208.5513,763.6649,396.1351,0.8670,0
6,2,2,219.2207,218.8392,281.7644,362.1513,0.7862,0
6,3,3,753.3388,212.7952,802.6974,384.9680,0.7806,0
6,2,2,291.4192,222.3423,337.4063,353.9525,0.7525,0
6,1,1,627.4303,220.7318,647.4292,273.9055,0.4232,0
6,1,1,544.4552,223.5698,567.4339,294.5215,0.4146,0
6,0,0,366.5266,232.3799,384.8345,283.8318,0.3673,0
7,3,7,694.2301,207.2038,764.4148,399.3389,0.8401,0
7,2,6,218.9930,219.6152,282.3011,361.8092,0.7817,0
7,2,6,291.8329,222.3588,338.0345,354.4702,0.7655,0
7,3,7,753.2064,212.2908,803.0846,385.7085,0.7370,0
7,1,5,545.5586,223.9764,567.3992,292.6802,0.4378,0
7,1,5,627.2209,220.1037,647.8973,274.0071,0.4090,0
8,3,11,700.6512,205.9357,768.1244,400.5269,0.8233,0
8,2,10,217.5314,220.5719,283.5089,361.6885,0.7845,0
8,2,10,291.8759,222.7349,336.6544,354.1750,0.7566,0
8,3,11,753.0759,210.1964,803.4787,385.1621,0.6879,0
8,1,9,626.7146,220.3962,646.0542,273.6875,0.4529,0
8,1,9,544.6479,225.7751,567.2705,292.0251,0.3832,0
9,1,1,707.4048,205.9348,771.2610,397.6030,0.7870,0
